Output file TC-wise cloud fraction (-)
Year	Day	Timestep	Subbasin	LU	TC	value
2000	297	1	69	2	5	 0.64915E-01
2000	297	1	69	2	4	 0.64915E-01
2000	298	1	15	1	3	 0.93789E-01
2000	298	1	15	1	2	 0.93789E-01
2000	298	1	15	1	1	 0.93789E-01
2000	298	1	15	2	6	 0.93789E-01
2000	298	1	15	2	5	 0.93789E-01
2000	298	1	15	2	4	 0.93789E-01
2000	298	1	69	1	3	 0.16842E+00
2000	298	1	69	1	2	 0.16842E+00
2000	298	1	69	1	1	 0.16842E+00
2000	298	1	69	2	6	 0.16842E+00
2000	298	1	69	2	5	 0.16842E+00
2000	298	1	69	2	4	 0.16842E+00
2000	299	1	15	1	3	 0.22096E+00
2000	299	1	15	1	2	 0.22096E+00
2000	299	1	15	1	1	 0.22096E+00
2000	299	1	15	2	6	 0.22096E+00
2000	299	1	15	2	5	 0.22096E+00
2000	299	1	15	2	4	 0.22096E+00
2000	299	1	69	1	3	 0.19882E+00
2000	299	1	69	1	2	 0.19882E+00
2000	299	1	69	1	1	 0.19882E+00
2000	299	1	69	2	6	 0.19882E+00
2000	299	1	69	2	5	 0.19882E+00
2000	299	1	69	2	4	 0.19882E+00
2000	300	1	15	1	3	 0.22437E+00
2000	300	1	15	1	2	 0.22437E+00
2000	300	1	15	1	1	 0.22437E+00
2000	300	1	15	2	6	 0.22437E+00
2000	300	1	15	2	5	 0.22437E+00
2000	300	1	15	2	4	 0.22437E+00
2000	300	1	69	1	3	 0.24740E+00
2000	300	1	69	1	2	 0.24740E+00
2000	300	1	69	1	1	 0.24740E+00
2000	300	1	69	2	6	 0.24740E+00
2000	300	1	69	2	5	 0.24740E+00
2000	300	1	69	2	4	 0.24740E+00
2000	301	1	15	1	3	 0.38780E+00
2000	301	1	15	1	2	 0.38780E+00
2000	301	1	15	1	1	 0.38780E+00
2000	301	1	15	2	6	 0.38780E+00
2000	301	1	15	2	5	 0.38780E+00
2000	301	1	15	2	4	 0.38780E+00
2000	301	1	69	1	3	 0.30811E+00
2000	301	1	69	1	2	 0.30811E+00
2000	301	1	69	1	1	 0.30811E+00
2000	301	1	69	2	6	 0.30811E+00
2000	301	1	69	2	5	 0.30811E+00
